filename,path,operationId,verb,response_object,tags,params,summary,description,stackql_resource_name,stackql_method_name,stackql_verb,stackql_object_key
bundledeployments.json,/api/2.0/bundle/{name}/complete,bundle_deployments_complete_version,post,Version,"bundledeployments, bundle_deployments","name, completion_reason, force",Marks a version as complete and releases the deployment lock.,"Marks a version as complete and releases the deployment lock.  The server atomically:  1. Sets the version status to the provided terminal status. 2. Sets ``complete_time`` to the current server timestamp. 3. Releases the lock on the parent deployment. 4. Updates the parent deployment's ``status`` and ``last_version_id``.  :param name: str   The name of the version to complete. Format: deployments/{deployment_id}/versions/{version_id} :param completion_reason: :class:`VersionComplete`   The reason for completing the version. Must be a terminal reason: VERSION_COMPLETE_SUCCESS,   VERSION_COMPLETE_FAILURE, or VERSION_COMPLETE_FORCE_ABORT. :param force: bool (optional)   If true, force-completes the version even if the caller is not the original creator. The   completion_reason must be VERSION_COMPLETE_FORCE_ABORT when force is true.  :returns: :class:`Version`",versions,complete,exec,
bundledeployments.json,/api/2.0/bundle/deployments,bundle_deployments_create_deployment,post,Deployment,"bundledeployments, bundle_deployments",deployment,Creates a new deployment in the workspace.,Creates a new deployment in the workspace.  :param deployment: :class:`Deployment`   The deployment to create. The caller must set ``initial_parent_path``. Other fields are ignored on   input and populated by the service.  :returns: :class:`Deployment`,deployments,create,insert,
bundledeployments.json,/api/2.0/bundle/deployments,bundle_deployments_list_deployments,get,ListDeploymentsResponse,"bundledeployments, bundle_deployments","filter, page_size, page_token",Lists deployments in the workspace.,"Lists deployments in the workspace.  :param filter: str (optional)   A filter expression restricting which deployments are returned, in the style of AIP-160   (https://google.aip.dev/160). The expression is a conjunction of one or more ``field operator   value`` terms joined by ``AND`` (case-insensitive); a deployment is returned only when it matches   every term. Whitespace around terms is ignored, and a value containing spaces must be wrapped in   double quotes. An unset or empty filter returns all deployments. Filtering applies only to live   deployments; deleted deployments are never returned regardless of the filter.    Supported terms:    - ``status = <STATUS>``: exact match on the deployment status. The value is a ``DeploymentStatus``     enum value, with or without the ``DEPLOYMENT_STATUS_`` prefix and case-insensitive (e.g. ``status     = ACTIVE``).   - ``deployment_mode = <MODE>``: exact match on the deployment mode. The value is a     ``DeploymentMode`` enum value, with or without the ``DEPLOYMENT_MODE_`` prefix and     case-insensitive (e.g. ``deployment_mode = DEVELOPMENT``).   - ``display_name = ""<name>""``: exact match on the display name.   - ``display_name : ""<substring>""``: case-insensitive substring match on the display name.    For example: ``status = ACTIVE AND display_name : ""etl""``. :param page_size: int (optional)   The maximum number of deployments to return. The service may return fewer than this value. If   unspecified, at most 20 deployments will be returned. The maximum value is 100; values above 100   will be coerced to 100. :param page_token: str (optional)   A page token, received from a previous ``ListDeployments`` call. Provide this to retrieve the   subsequent page.  :returns: Iterator over :class:`Deployment`",deployments,list,select,$.deployments
bundledeployments.json,/api/2.0/bundle/{parent}/operations,bundle_deployments_create_operation,post,Operation,"bundledeployments, bundle_deployments","parent, resource_key, operation",Creates a resource operation under a version.,"Creates a resource operation under a version.  The caller must provide a ``resource_key`` which becomes the final component of the operation's name. If an operation with the same key already exists under the version, the server returns ``ALREADY_EXISTS``.  On success the server also updates the corresponding deployment-level Resource (creating it if this is the first operation for that resource_key, or removing it if action_type is DELETE).  :param parent: str   The parent version where this operation will be recorded. Format:   deployments/{deployment_id}/versions/{version_id} :param operation: :class:`Operation`   The resource operation to create. :param resource_key: str   The key identifying the resource this operation applies to. Becomes the final component of the   operation's name.  :returns: :class:`Operation`",operations,create,insert,
bundledeployments.json,/api/2.0/bundle/{parent}/operations,bundle_deployments_list_operations,get,ListOperationsResponse,"bundledeployments, bundle_deployments","parent, page_size, page_token",Lists resource operations under a version.,"Lists resource operations under a version.  :param parent: str   The parent version. Format: deployments/{deployment_id}/versions/{version_id} :param page_size: int (optional)   The maximum number of operations to return. The service may return fewer than this value. If   unspecified, at most 50 operations will be returned. The maximum value is 1000; values above 1000   will be coerced to 1000. :param page_token: str (optional)   A page token, received from a previous ``ListOperations`` call. Provide this to retrieve the   subsequent page.  :returns: Iterator over :class:`Operation`",operations,list,select,$.operations
bundledeployments.json,/api/2.0/bundle/{parent}/versions,bundle_deployments_create_version,post,Version,"bundledeployments, bundle_deployments","parent, version_id, version",Creates a new version under a deployment.,"Creates a new version under a deployment.  Creating a version acquires an exclusive lock on the deployment, preventing concurrent deploys. The caller provides a ``version_id``, a numeric string that must be numerically greater than the deployment's most recent version, and sets the version's ``previous_version_id`` to the deployment's most recent version (leaving it unset for the first version), which the server validates to detect concurrent deploys.  :param parent: str   The parent deployment where this version will be created. Format: deployments/{deployment_id} :param version: :class:`Version`   The version to create. :param version_id: str   The ID to use for the version, which becomes the final component of the version's resource name. A   numeric string (base-10, fits in a signed 64-bit integer) chosen by the caller; must be greater than   or equal to 1. Must be numerically greater than the deployment's most recent version (see   ``version.previous_version_id``); it does not need to start at 1 or increase by exactly 1. If the   value is not numerically greater, the server returns ``INVALID_PARAMETER_VALUE``.  :returns: :class:`Version`",versions,create,insert,
bundledeployments.json,/api/2.0/bundle/{parent}/versions,bundle_deployments_list_versions,get,ListVersionsResponse,"bundledeployments, bundle_deployments","parent, page_size, page_token","Lists versions under a deployment, ordered numerically by version_id descending (most recent first).","Lists versions under a deployment, ordered numerically by version_id descending (most recent first).  :param parent: str   The parent deployment. Format: deployments/{deployment_id} :param page_size: int (optional)   The maximum number of versions to return. The service may return fewer than this value. If   unspecified, at most 20 versions will be returned. The maximum value is 100; values above 100 will   be coerced to 100. :param page_token: str (optional)   A page token, received from a previous ``ListVersions`` call. Provide this to retrieve the   subsequent page.  :returns: Iterator over :class:`Version`",versions,list,select,$.versions
bundledeployments.json,/api/2.0/bundle/{name},bundle_deployments_delete_deployment,delete,,"bundledeployments, bundle_deployments",name,Deletes a deployment.,Deletes a deployment.  :param name: str   Resource name of the deployment to delete. Format: deployments/{deployment_id},deployments,delete,delete,
bundledeployments.json,/api/2.0/bundle/{name},bundle_deployments_get_version,get,Version,"bundledeployments, bundle_deployments",name,Retrieves a version by its resource name.,Retrieves a version by its resource name.  :param name: str   The name of the version to retrieve. Format: deployments/{deployment_id}/versions/{version_id}  :returns: :class:`Version`,versions,get,select,
bundledeployments.json,/api/2.0/bundle/{name},bundle_deployments_update_operation,patch,Operation,"bundledeployments, bundle_deployments","name, update_mask, operation",Updates a resource operation's mutable fields.,"Updates a resource operation's mutable fields.  ``state``, ``error_message``, ``resource_id``, and ``status`` may be updated, independently; ``update_mask`` must contain only those paths. All other fields are immutable. The update is guarded by an optimistic-concurrency check: the caller sets ``operation.sequence_id`` to the value it last observed, and the server rejects the update with ``ABORTED`` if the operation has been modified since. On success the server increments ``sequence_id``; updates to ``state`` and ``resource_id`` are mirrored onto the corresponding deployment-level Resource projection. The parent version must be in progress, delete operations cannot be updated, and after the update is applied a succeeded operation cannot carry an ``error_message``.  :param name: str   Resource name of the operation. Format:   deployments/{deployment_id}/versions/{version_id}/operations/{resource_key} :param operation: :class:`Operation`   The operation to update. Its ``name`` selects the operation; the fields named in ``update_mask``   carry the new values; and ``sequence_id`` carries the optimistic-concurrency precondition (see the   field docs on Operation). All other fields are ignored. :param update_mask: FieldMask   The set of fields to update. Required; supported paths are ``state``, ``error_message``,   ``resource_id``, and ``status``. An empty mask or any other path is rejected with   INVALID_PARAMETER_VALUE.  :returns: :class:`Operation`",operations,update,update,
